questionId,trainingId,sopCode,questionNo,question_type,cognitive_level,prompt,optionA,optionB,optionC,optionD,correct_option,correct_answer_text,rationale,tags,auto_gradable,requires_human_review,points
HIS-TRN-HR-001-Q02,HIS-TRN-HR-001,HIS-SOP-HR-001,2,single_choice,application,"Before assigning SOP training and linking it to goals/performance is treated as ready under HIS-SOP-HR-001, which control is required?","Proceed if the candidate/client seems urgent, even if required records are not complete.",Use the most recent email or chat thread as the only working standard.,"Training assignment, role mapping, quiz/live sample, acknowledgment, coaching, goal linkage, and PIP/probation use must be tracked.","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.",C,"Training assignment, role mapping, quiz/live sample, acknowledgment, coaching, goal linkage, and PIP/probation use must be tracked.",Readiness requires the module-specific control to be completed and visible in the approved system.,required_control|readiness,True,False,1
HIS-TRN-HR-001-Q03,HIS-TRN-HR-001,HIS-SOP-HR-001,3,single_choice,application,Which record best proves HIS-SOP-HR-001 was followed for assigning SOP training and linking it to goals/performance?,A verbal update in the daily standup with no system entry.,A personal note or spreadsheet maintained by one team member only.,"A generic completion message that does not include evidence, owner, or next step.","Training completion, quiz score, live sample result, acknowledgment, goal mapping, coaching note, and PIP/probation linkage.",D,"Training completion, quiz score, live sample result, acknowledgment, goal mapping, coaching note, and PIP/probation linkage.","The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation|system_record,True,False,1
HIS-TRN-HR-001-Q04,HIS-TRN-HR-001,HIS-SOP-HR-001,4,scenario_single_choice,scenario_application,Scenario: An employee is asked to acknowledge an SOP before training or role explanation. What is the best response?,"Assign and complete relevant training first, then capture acknowledgment of the specific SOP version.",Move forward quickly and document the exception only if a problem occurs.,Treat the issue as resolved if a verbal confirmation was received.,Ask the team to handle it informally because the situation is time-sensitive.,A,"Assign and complete relevant training first, then capture acknowledgment of the specific SOP version.","The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario|edge_case,True,False,1
HIS-TRN-HR-001-Q05,HIS-TRN-HR-001,HIS-SOP-HR-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-HR-001?,Asking employees to acknowledge SOPs before training or before they understand role expectations.,"Treating acknowledgment as a checkbox instead of linking training, understanding, role expectations, goals, coaching, and performance action.",Treating coaching notes as informal feedback that does not need to connect to goals or performance records.,"Using SOP non-compliance in performance decisions before rollout, training, and acknowledgment are documented.",B,"Treating acknowledgment as a checkbox instead of linking training, understanding, role expectations, goals, coaching, and performance action.","The correct answer is the most direct misunderstanding that would break the SOP’s operating control. The distractors are plausible misunderstandings, but they are either narrower, secondary, or less central to this SOP.",misconception|analysis|module_specific,True,False,1
HIS-TRN-HR-001-Q06,HIS-TRN-HR-001,HIS-SOP-HR-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-HR-001?,"Only the newest team member working the task, because they are closest to the work.",Any person can close it without review if the outcome looks positive.,HR/Ops manages training records; managers coach and link SOP behavior to performance.,No assigned owner is needed if the team discusses it in a meeting.,C,HR/Ops manages training records; managers coach and link SOP behavior to performance.,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership|manager_control,True,False,1
HIS-TRN-HR-001-Q07,HIS-TRN-HR-001,HIS-SOP-HR-001,7,scenario_single_choice,scenario_application,Scenario: A manager wants to use SOP non-compliance in a review but has no coaching or evidence record. What should happen next?,Continue using the old information because changing records mid-process creates extra work.,Let the person who discovered the issue decide without involving the required owner or workflow.,Keep the issue in a private note until the final outcome is known.,"Document evidence, coaching, expectations, and follow-up before using it in performance action.",D,"Document evidence, coaching, expectations, and follow-up before using it in performance action.","The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario|second_scenario,True,False,1
HIS-TRN-HR-001-Q08,HIS-TRN-HR-001,HIS-SOP-HR-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-HR-001 is working after rollout?,95%+ training completion by due date and role-specific SOP adherence evidence.,"Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.","Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.",A,95%+ training completion by due date and role-specific SOP adherence evidence.,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure|kpi,True,False,1
HIS-TRN-AUDIT-001-Q01,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,1,single_choice,understanding,"For HIS-SOP-AUDIT-001 (audit and MBR), what is the primary business reason the SOP exists?",To create reports that look complete even when the source records are stale or incomplete.,"To let managers review performance only through final outcomes, not leading indicators and process gaps.","Creates weekly audit, KPI review, corrective action, and MBR discipline so SOPs become business performance controls.",To treat audit findings as criticism rather than corrective action and learning data.,C,"Creates weekly audit, KPI review, corrective action, and MBR discipline so SOPs become business performance controls.",The correct answer describes the actual business outcome of this SOP. The other options are realistic but unsafe shortcuts or misunderstandings that would weaken the operating standard.,purpose|business_value,True,False,1
HIS-TRN-AUDIT-001-Q02,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,2,single_choice,application,"Before running weekly audits and monthly business reviews is treated as ready under HIS-SOP-AUDIT-001, which control is required?",Use the most recent email or chat thread as the only working standard.,"Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.","Proceed if the candidate/client seems urgent, even if required records are not complete.","Dashboard review, sample selection, finding, owner, corrective action, due date, and closure status must be recorded.",D,"Dashboard review, sample selection, finding, owner, corrective action, due date, and closure status must be recorded.",Readiness requires the module-specific control to be completed and visible in the approved system.,required_control|readiness,True,False,1
HIS-TRN-AUDIT-001-Q03,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,3,single_choice,application,Which record best proves HIS-SOP-AUDIT-001 was followed for running weekly audits and monthly business reviews?,"Audit sample, finding severity, owner, corrective action, due date, closure evidence, and MBR summary.",A verbal update in the daily standup with no system entry.,"A generic completion message that does not include evidence, owner, or next step.",A personal note or spreadsheet maintained by one team member only.,A,"Audit sample, finding severity, owner, corrective action, due date, closure evidence, and MBR summary.","The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation|system_record,True,False,1
HIS-TRN-AUDIT-001-Q04,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,4,scenario_single_choice,scenario_application,Scenario: A weekly audit finds missing screening notes but no owner is assigned. What is the best response?,Move forward quickly and document the exception only if a problem occurs.,"Create an audit finding with owner, due date, corrective action, and closure evidence.",Ask the team to handle it informally because the situation is time-sensitive.,Treat the issue as resolved if a verbal confirmation was received.,B,"Create an audit finding with owner, due date, corrective action, and closure evidence.","The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario|edge_case,True,False,1
HIS-TRN-AUDIT-001-Q05,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-SOP-AUDIT-001?,"Closing audit findings because the manager discussed them verbally, without evidence of corrective action.","Reviewing only submissions and starts while ignoring stale roles, missing notes, and overdue follow-ups.","Treating KPI audits as reporting paperwork instead of the mechanism for finding gaps, assigning corrective action, and closing risk.",Treating the MBR as a reporting meeting instead of a decision and accountability checkpoint.,C,"Treating KPI audits as reporting paperwork instead of the mechanism for finding gaps, assigning corrective action, and closing risk.","The correct answer is the most direct misunderstanding that would break the SOP’s operating control. The distractors are plausible misunderstandings, but they are either narrower, secondary, or less central to this SOP.",misconception|analysis|module_specific,True,False,1
HIS-TRN-AUDIT-001-Q06,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,6,single_choice,application,Who should own or verify the key control for HIS-SOP-AUDIT-001?,"Only the newest team member working the task, because they are closest to the work.",Any person can close it without review if the outcome looks positive.,No assigned owner is needed if the team discusses it in a meeting.,Managers run weekly audits; CEO/Ops reviews MBR and escalations.,D,Managers run weekly audits; CEO/Ops reviews MBR and escalations.,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership|manager_control,True,False,1
HIS-TRN-AUDIT-001-Q07,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,7,scenario_single_choice,scenario_application,Scenario: Monthly metrics look good but candidate complaints are rising. What should happen next?,"Include candidate feedback as an MBR signal and investigate quality/communication gaps, not just volume KPIs.",Keep the issue in a private note until the final outcome is known.,Let the person who discovered the issue decide without involving the required owner or workflow.,Continue using the old information because changing records mid-process creates extra work.,A,"Include candidate feedback as an MBR signal and investigate quality/communication gaps, not just volume KPIs.","The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario|second_scenario,True,False,1
HIS-TRN-AUDIT-001-Q08,HIS-TRN-AUDIT-001,HIS-SOP-AUDIT-001,8,single_choice,evaluation,Which evidence would best show that HIS-SOP-AUDIT-001 is working after rollout?,"Most employees say in chat that they understand the SOP, but no workflow data is reviewed.",90%+ audit findings closed on time and KPIs reviewed monthly.,"The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.",B,90%+ audit findings closed on time and KPIs reviewed monthly.,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure|kpi,True,False,1
HIS-TRN-TRAIN-001-Q01,HIS-TRN-TRAIN-001,HIS-TRAIN-001,1,single_choice,understanding,"For HIS-TRAIN-001 (role-based training), what is the primary business reason the SOP exists?",To let employees complete training by reading SOPs without checking comprehension or live work application.,To use the same certification depth for every role regardless of daily responsibility.,To treat quiz completion as proof of readiness without manager observation where certification is required.,"Defines how training is designed, assigned, evaluated, and certified by role so employees can apply SOPs in real work.",D,"Defines how training is designed, assigned, evaluated, and certified by role so employees can apply SOPs in real work.",The correct answer describes the actual business outcome of this SOP. The other options are realistic but unsafe shortcuts or misunderstandings that would weaken the operating standard.,purpose|business_value,True,False,1
HIS-TRN-TRAIN-001-Q02,HIS-TRN-TRAIN-001,HIS-TRAIN-001,2,single_choice,application,"Before designing or assigning training is treated as ready under HIS-TRAIN-001, which control is required?","Audience, objectives, materials, quiz, live evidence, acknowledgment, and refresh cycle must be designed by role.",Use the most recent email or chat thread as the only working standard.,"Proceed if the candidate/client seems urgent, even if required records are not complete.","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.",A,"Audience, objectives, materials, quiz, live evidence, acknowledgment, and refresh cycle must be designed by role.",Readiness requires the module-specific control to be completed and visible in the approved system.,required_control|readiness,True,False,1
HIS-TRN-TRAIN-001-Q03,HIS-TRN-TRAIN-001,HIS-TRAIN-001,3,single_choice,application,Which record best proves HIS-TRAIN-001 was followed for designing or assigning training?,A verbal update in the daily standup with no system entry.,"Training module, objectives, lesson content, quiz bank, assignment rules, scores, live evidence, and certification status.","A generic completion message that does not include evidence, owner, or next step.",A personal note or spreadsheet maintained by one team member only.,B,"Training module, objectives, lesson content, quiz bank, assignment rules, scores, live evidence, and certification status.","The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation|system_record,True,False,1
HIS-TRN-TRAIN-001-Q04,HIS-TRN-TRAIN-001,HIS-TRAIN-001,4,scenario_single_choice,scenario_application,Scenario: A recruiter completes a module but cannot apply the checklist to a real candidate screen. What is the best response?,Treat the issue as resolved if a verbal confirmation was received.,Move forward quickly and document the exception only if a problem occurs.,"Require live work evidence/coaching before certification, not just quiz completion.",Ask the team to handle it informally because the situation is time-sensitive.,C,"Require live work evidence/coaching before certification, not just quiz completion.","The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario|edge_case,True,False,1
HIS-TRN-TRAIN-001-Q05,HIS-TRN-TRAIN-001,HIS-TRAIN-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-TRAIN-001?,Letting users acknowledge training without passing the quiz or completing required live evidence.,Assigning full certification to all employees even when awareness training would be sufficient.,Reusing old training materials after SOP changes without updating the linked module version.,"Treating training completion as attendance only instead of comprehension, quiz pass, and live work evidence where required.",D,"Treating training completion as attendance only instead of comprehension, quiz pass, and live work evidence where required.","The correct answer is the most direct misunderstanding that would break the SOP’s operating control. The distractors are plausible misunderstandings, but they are either narrower, secondary, or less central to this SOP.",misconception|analysis|module_specific,True,False,1
HIS-TRN-TRAIN-001-Q06,HIS-TRN-TRAIN-001,HIS-TRAIN-001,6,single_choice,application,Who should own or verify the key control for HIS-TRAIN-001?,Training owner designs; managers validate live work application.,Any person can close it without review if the outcome looks positive.,"Only the newest team member working the task, because they are closest to the work.",No assigned owner is needed if the team discusses it in a meeting.,A,Training owner designs; managers validate live work application.,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership|manager_control,True,False,1
HIS-TRN-TRAIN-001-Q07,HIS-TRN-TRAIN-001,HIS-TRAIN-001,7,scenario_single_choice,scenario_application,Scenario: The same training is assigned to Finance and Recruiters even though their workflows differ. What should happen next?,Let the person who discovered the issue decide without involving the required owner or workflow.,Use role-based assignments so each audience receives the right level of training.,Continue using the old information because changing records mid-process creates extra work.,Keep the issue in a private note until the final outcome is known.,B,Use role-based assignments so each audience receives the right level of training.,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario|second_scenario,True,False,1
HIS-TRN-TRAIN-001-Q08,HIS-TRN-TRAIN-001,HIS-TRAIN-001,8,single_choice,evaluation,Which evidence would best show that HIS-TRAIN-001 is working after rollout?,"Most employees say in chat that they understand the SOP, but no workflow data is reviewed.","The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.","Training completion plus demonstrated application in live work, not attendance alone.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.",C,"Training completion plus demonstrated application in live work, not attendance alone.","The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure|kpi,True,False,1
HIS-TRN-TPL-001-Q01,HIS-TRN-TPL-001,HIS-TPL-001,1,single_choice,understanding,"For HIS-TPL-001 (templates and manager tools), what is the primary business reason the SOP exists?","Standardizes checklists, acknowledgments, audit forms, coaching notes, field templates, and manager follow-through tools.",To let managers use templates only when they personally prefer a structured checklist.,To replace manager judgment with checkboxes rather than improving consistency of coaching and audits.,To keep templates outside the system so managers can adapt them freely without version control.,A,"Standardizes checklists, acknowledgments, audit forms, coaching notes, field templates, and manager follow-through tools.",The correct answer describes the actual business outcome of this SOP. The other options are realistic but unsafe shortcuts or misunderstandings that would weaken the operating standard.,purpose|business_value,True,False,1
HIS-TRN-TPL-001-Q02,HIS-TRN-TPL-001,HIS-TPL-001,2,single_choice,application,"Before using checklists, acknowledgments, and field templates is treated as ready under HIS-TPL-001, which control is required?","Start execution once the manager gives a verbal go-ahead, then add missing fields at week end.","Correct template, completed fields, evidence, owner, due date, and follow-up status must be used consistently.",Use the most recent email or chat thread as the only working standard.,"Proceed if the candidate/client seems urgent, even if required records are not complete.",B,"Correct template, completed fields, evidence, owner, due date, and follow-up status must be used consistently.",Readiness requires the module-specific control to be completed and visible in the approved system.,required_control|readiness,True,False,1
HIS-TRN-TPL-001-Q03,HIS-TRN-TPL-001,HIS-TPL-001,3,single_choice,application,"Which record best proves HIS-TPL-001 was followed for using checklists, acknowledgments, and field templates?",A personal note or spreadsheet maintained by one team member only.,"A generic completion message that does not include evidence, owner, or next step.","Completed template/checklist, evidence attachment, owner, date, status, and follow-up notes.",A verbal update in the daily standup with no system entry.,C,"Completed template/checklist, evidence attachment, owner, date, status, and follow-up notes.","The record must be specific enough for another team member or auditor to understand the action, status, and evidence.",documentation|system_record,True,False,1
HIS-TRN-TPL-001-Q04,HIS-TRN-TPL-001,HIS-TPL-001,4,scenario_single_choice,scenario_application,Scenario: A manager gives coaching verbally but does not use the coaching-note template. What is the best response?,Treat the issue as resolved if a verbal confirmation was received.,Move forward quickly and document the exception only if a problem occurs.,Ask the team to handle it informally because the situation is time-sensitive.,"Document the coaching using the approved template with expectation, evidence, owner, and next follow-up.",D,"Document the coaching using the approved template with expectation, evidence, owner, and next follow-up.","The best response applies the SOP control before the issue turns into a delivery, compliance, or communication failure.",scenario|edge_case,True,False,1
HIS-TRN-TPL-001-Q05,HIS-TRN-TPL-001,HIS-TPL-001,5,single_choice,analysis,What is the most realistic misunderstanding that would weaken HIS-TPL-001?,"Treating manager templates as optional personal tools instead of standardized evidence for coaching, audits, acknowledgments, and decisions.",Treating completed checklists as private manager notes instead of attaching them to the approved workflow where required.,Changing template fields locally because the manager’s team has a different style.,Skipping templates for experienced employees even when the process requires consistent evidence.,A,"Treating manager templates as optional personal tools instead of standardized evidence for coaching, audits, acknowledgments, and decisions.","The correct answer is the most direct misunderstanding that would break the SOP’s operating control. The distractors are plausible misunderstandings, but they are either narrower, secondary, or less central to this SOP.",misconception|analysis|module_specific,True,False,1
HIS-TRN-TPL-001-Q06,HIS-TRN-TPL-001,HIS-TPL-001,6,single_choice,application,Who should own or verify the key control for HIS-TPL-001?,"Only the newest team member working the task, because they are closest to the work.",Managers use templates; Ops/HR audits consistency and completeness.,Any person can close it without review if the outcome looks positive.,No assigned owner is needed if the team discusses it in a meeting.,B,Managers use templates; Ops/HR audits consistency and completeness.,Ownership must match the SOP’s operating responsibility so accountability does not disappear in remote work.,ownership|manager_control,True,False,1
HIS-TRN-TPL-001-Q07,HIS-TRN-TPL-001,HIS-TPL-001,7,scenario_single_choice,scenario_application,Scenario: A checklist is copied forward with blank evidence fields. What should happen next?,Continue using the old information because changing records mid-process creates extra work.,Keep the issue in a private note until the final outcome is known.,Complete the required fields with actual evidence or mark the item not complete.,Let the person who discovered the issue decide without involving the required owner or workflow.,C,Complete the required fields with actual evidence or mark the item not complete.,"The scenario tests the second-level application of the SOP when work changes, conflicts, or becomes risky.",scenario|second_scenario,True,False,1
HIS-TRN-TPL-001-Q08,HIS-TRN-TPL-001,HIS-TPL-001,8,single_choice,evaluation,Which evidence would best show that HIS-TPL-001 is working after rollout?,"The SOP exists in a folder, even if training, acknowledgment, and audits are incomplete.","Managers remember discussing the SOP, but there is no KPI, record, or compliance evidence.","Most employees say in chat that they understand the SOP, but no workflow data is reviewed.",Templates reduce missed steps and create consistent evidence for audits/coaching.,D,Templates reduce missed steps and create consistent evidence for audits/coaching.,"The success measure must connect the SOP to measurable adoption, quality, compliance, or business impact.",success_measure|kpi,True,False,1
